"","BATTER_UID","AVG","OBP","SLG","VENUE_KEY","OUTS","BALLS","STRIKES","BATS_LEFT","THROWS_LEFT","PITCH_NUMBER","RELEASE_SPEED","PLATE_X","PLATE_Z","INDUCED_VERTICAL_BREAK","HORIZONTAL_BREAK","VERTICAL_APPROACH_ANGLE","HORIZONTAL_APPROACH_ANGLE","Prob of Single","Prob of Double","Prob of Triple","Prob of Home Run"
"7187",40,0.281666,0.372333,0.395666,2528,2,1,1,1,0,3,80.7313003540039,-0.693781018257141,1.75576996803284,5.13806009292603,-15.6434993743896,-8.00304985046387,0.742603003978729,0.204,0.1,0.007,0.056
"7188",51,0.271,0.3205,0.411,2724,1,0,0,0,0,1,91.0984039306641,-0.0209145005792379,1.81117987632751,16.6457996368408,-8.95473957061768,-5.17057991027832,1.25300991535187,0.215,0.086,0.008,0.057
"7189",98,0.2965,0.384,0.527,3810,0,0,2,1,0,4,94.1631011962891,-0.590878963470459,0.682582020759583,3.34429979324341,-12.3215990066528,-8.78656959533691,-0.548191964626312,0.335,0.083,0.004,0.011
"7190",51,0.271,0.3205,0.411,3970,2,2,2,0,0,5,83.2089004516602,0.0640019997954369,2.81927013397217,-0.918190002441406,5.82535028457642,-7.36072969436646,0.442711979150772,0.219,0.075,0.01,0.057
"7191",82,0.2365,0.3505,0.429,2542,0,2,1,0,0,4,87.4043960571289,-0.366557985544205,3.26080989837646,17.486499786377,-9.11448001861572,-4.42321968078613,1.03822004795074,0.175,0.095,0.009,0.104
"7192",134,0.273,0.378,0.481,2772,2,0,1,1,0,2,86.9178009033203,-0.707450985908508,1.86199998855591,10.1595001220703,-11.1487998962402,-7.20017957687378,0.193832993507385,0.221,0.095,0.007,0.044
"7193",66,0.277,0.3475,0.4255,2745,0,0,1,0,0,2,81.215202331543,0.524318993091583,1.20831000804901,1.75631988048553,12.1787996292114,-6.24966955184937,5.04870986938477,0.231,0.077,0.01,0.041
"7194",142,0.3195,0.3605,0.4435,4271,0,2,2,1,0,5,93.801399230957,0.551302969455719,1.8954199552536,20.74049949646,-3.18984007835388,-5.78723001480103,0.344415009021759,0.249,0.08,0.011,0.035
"7195",142,0.3195,0.3605,0.4435,5472,2,1,0,1,0,2,89.8504333496094,-0.726217985153198,2.26891589164734,9.23893642425537,-13.6176900863647,-6.20836591720581,-0.122316993772984,0.21,0.092,0.006,0.073
"7196",21,0.2745,0.3365,0.4425,2724,0,3,2,0,0,9,87.4917984008789,0.635854005813599,2.48808979988098,-1.6188999414444,-22.8125991821289,-4.25811004638672,2.25143003463745,0.222,0.056,0.009,0.049
"7197",88,0.268333,0.333333,0.361,2528,0,0,0,0,1,1,92.4633026123047,-0.414300978183746,2.31491994857788,11.1403999328613,13.7322998046875,-5.32485008239746,-1.60418009757996,0.23,0.082,0.006,0.061
"7198",41,0.2405,0.3375,0.4175,2772,1,2,0,0,0,3,91.961296081543,0.142955988645554,2.64838981628418,11.9862995147705,-3.74555993080139,-5.91114950180054,1.84197998046875,0.21,0.081,0.008,0.088
"7199",88,0.268333,0.333333,0.361,2528,1,2,2,1,0,6,82.665901184082,-0.216008007526398,1.28065001964569,5.09613990783691,-14.6561994552612,-8.02365970611572,0.86826902627945,0.232,0.087,0.007,0.035
"7200",136,0.298666,0.361666,0.491666,2797,1,1,0,1,1,2,89.1877975463867,-0.141839995980263,2.16560006141663,16.2800006866455,11.0961999893188,-5.89436960220337,-2.08454990386963,0.203,0.085,0.007,0.083
"7201",34,0.263,0.379666,0.376666,2541,0,0,0,1,0,1,90.0081939697266,-0.676483988761902,3.17156982421875,11.4524993896484,-15.2168998718262,-5.28091955184937,0.854593992233276,0.198,0.095,0.006,0.08
"7202",107,0.261,0.3035,0.411,3230,2,0,0,1,1,1,75.0546951293945,-0.175134003162384,1.86584985256195,-8.49483966827393,-9.00791931152344,-9.74250984191894,-3.06758999824524,0.213,0.084,0.007,0.058
"7203",142,0.3195,0.3605,0.4435,5472,1,3,2,1,0,7,79.7031021118164,1.11319994926453,2.3748300075531,-6.2957501411438,16.228099822998,-8.82574939727783,4.1349196434021,0.227,0.063,0.011,0.057
"7204",142,0.3195,0.3605,0.4435,2858,2,0,0,1,0,1,92.6275939941406,0.173936992883682,2.78172993659973,15.7984991073608,-11.4635000228882,-5.43862009048462,1.76964998245239,0.204,0.08,0.009,0.073
"7205",141,0.2895,0.3435,0.42,4715,1,0,2,0,0,3,100.72200012207,-0.307702004909515,2.52083992958069,20.9740982055664,-8.89034938812256,-4.79070997238159,1.04682004451752,0.262,0.082,0.008,0.028
"7206",41,0.2405,0.3375,0.4175,3789,2,1,2,0,0,4,85.2211990356445,0.430230021476746,1.37920999526978,3.39063000679016,1.48714995384216,-8.89655017852783,1.99168992042542,0.262,0.077,0.01,0.027
"7207",136,0.298666,0.361666,0.491666,2797,2,3,2,1,1,6,92.917594909668,0.653432011604309,2.67811989784241,15.2447996139526,2.14620995521545,-5.40694999694824,-1.15567004680634,0.227,0.068,0.014,0.057
"7208",34,0.263,0.379666,0.376666,2541,0,1,1,1,1,3,92.4986953735352,0.368449985980988,2.98681998252869,9.17494964599609,14.6605997085571,-5.57255983352661,-1.03981995582581,0.237,0.07,0.009,0.057
"7209",70,0.238666,0.293666,0.389333,5472,1,0,0,0,0,1,77.4562377929688,-0.51246702671051,2.02529406547546,-12.3409490585327,9.657790184021,-10.3162899017334,2.10588598251343,0.228,0.089,0.005,0.059
"7210",51,0.271,0.3205,0.411,2844,0,1,0,0,0,2,90.334098815918,0.153828993439674,2.09255981445312,11.7202997207642,-10.326000213623,-6.2748498916626,1.95543992519379,0.224,0.086,0.007,0.061
"7211",98,0.2965,0.384,0.527,4271,2,0,1,1,0,2,93.3495941162109,0.278907001018524,2.5841498374939,17.0625,-5.34393978118896,-5.16414022445679,1.47642993927002,0.219,0.076,0.011,0.051
"7212",34,0.263,0.379666,0.376666,2541,1,0,1,1,0,2,94.9386901855469,-0.159974992275238,2.4470899105072,19.6168003082275,-0.192210003733635,-5.19013023376465,0.65131402015686,0.227,0.084,0.008,0.047
"7213",111,0.2695,0.3525,0.3905,2843,0,0,0,1,0,1,78.5087966918945,-0.519692003726959,2.62670993804932,0.924515962600708,-12.1242990493774,-8.18076992034912,0.0973229929804802,0.192,0.099,0.006,0.077
"7214",141,0.2895,0.3435,0.42,4715,0,3,2,0,1,7,90.3886032104492,-0.481276988983154,2.72520995140076,10.8073997497559,10.3021001815796,-4.94896984100342,-1.23581993579865,0.216,0.079,0.007,0.065
"7215",111,0.2695,0.3525,0.3905,2529,2,1,2,1,1,4,82.2488021850586,0.260536998510361,1.55449986457825,8.36480045318604,14.5691995620728,-7.80791997909546,1.19130003452301,0.224,0.081,0.011,0.041
"7216",85,0.238,0.314,0.411,2767,2,1,1,1,1,3,80.9906005859375,-0.751671969890594,1.77142000198364,15.3059997558594,9.55737018585205,-7.44978952407837,-1.3745299577713,0.183,0.103,0.007,0.076
"7217",85,0.238,0.314,0.411,2767,1,2,2,1,0,5,82.0953979492188,0.80930095911026,1.72739994525909,-6.86806964874268,13.2024993896484,-8.82730960845947,3.58022999763489,0.264,0.068,0.01,0.034
"7218",45,0.277,0.3205,0.4225,4715,0,0,2,0,1,3,83.565299987793,0.181960999965668,2.06271004676819,-4.39340972900391,-3.2807297706604,-8.4485502243042,-1.91086006164551,0.275,0.074,0.008,0.023
"7219",82,0.2365,0.3505,0.429,2529,1,1,2,0,0,5,95.0714950561523,0.302879989147186,2.53544998168945,17.8283004760742,-7.95078992843628,-5.57277965545654,0.29016301035881,0.238,0.072,0.01,0.036
"7220",51,0.271,0.3205,0.411,3970,1,1,2,0,0,5,95.4133911132812,-0.879792928695679,3.5394299030304,-2.55782985687256,-18.6372985839844,-4.70945978164673,0.00121999997645617,0.255,0.071,0.006,0.038
"7221",45,0.277,0.3205,0.4225,3810,2,0,1,0,0,2,94.5621032714844,-0.34349599480629,2.30287981033325,10.3086004257202,2.66598010063171,-5.93878984451294,1.79965996742249,0.245,0.08,0.007,0.042
"7222",45,0.277,0.3205,0.4225,4715,0,1,1,0,0,3,85.9018020629883,1.08706998825073,2.35128998756409,5.37003993988037,4.97887992858887,-6.93424987792969,4.07786989212036,0.231,0.071,0.011,0.051
"7223",35,0.255,0.324,0.427,4271,0,1,0,0,0,2,95.7287063598633,0.031861200928688,2.59836983680725,13.2169990539551,-12.5010004043579,-5.52945995330811,0.124797999858856,0.236,0.081,0.007,0.059
"7224",117,0.2845,0.344,0.4435,2843,2,1,1,0,0,3,88.2066955566406,0.254583984613419,2.13797998428345,16.738899230957,-7.8534197807312,-6.25522947311401,2.31736993789673,0.204,0.085,0.011,0.06
"7225",85,0.238,0.314,0.411,2844,2,0,1,1,0,2,87.9766998291016,0.4616359770298,2.96192979812622,7.4152398109436,-5.23485994338989,-5.89965963363647,1.60222995281219,0.212,0.071,0.012,0.057
"7226",66,0.277,0.3475,0.4255,3789,0,3,2,0,0,6,86.8582992553711,-1.12370002269745,2.54728984832764,2.88468980789185,5.24651002883911,-6.93661022186279,1.35609996318817,0.228,0.098,0.006,0.058
"7227",51,0.271,0.3205,0.411,3970,2,1,1,0,0,3,97.6989974975586,-0.296501994132996,2.03239011764526,8.68518924713135,-20.3677997589111,-6.09513998031616,-0.1528579890728,0.273,0.078,0.008,0.032
"7228",51,0.271,0.3205,0.411,4271,2,1,0,0,0,2,88.1910934448242,0.17111998796463,1.99538993835449,13.8926000595093,-5.26813983917236,-6.39690017700195,2.03729009628296,0.201,0.085,0.009,0.077
"7229",98,0.2965,0.384,0.527,2823,0,2,1,1,0,4,89.5627975463867,-0.334989994764328,1.84850001335144,6.50909948348999,3.05219006538391,-7.44777011871338,2.46776986122131,0.246,0.091,0.006,0.048
"7230",134,0.273,0.378,0.481,2772,1,2,0,1,0,3,80.136100769043,0.322175979614258,2.12634992599487,15.8822994232178,-6.00617980957031,-7.16145992279053,-0.855057001113892,0.169,0.093,0.01,0.113
"7231",85,0.238,0.314,0.411,2724,0,1,1,1,0,3,89.181396484375,-0.30088397860527,1.29286992549896,5.3761100769043,-16.3778991699219,-7.34317970275879,-0.434788972139359,0.268,0.089,0.006,0.029
"7232",117,0.2845,0.344,0.4435,2528,0,1,2,0,0,4,82.4724960327148,-0.138801991939545,2.22672009468079,8.23241996765137,11.5893001556396,-6.35727977752686,5.57798004150391,0.207,0.091,0.009,0.053
"7233",136,0.298666,0.361666,0.491666,2842,1,0,1,1,0,2,88.6386947631836,0.306453973054886,2.68879008293152,4.65267992019653,3.08809995651245,-6.72775983810425,2.01988983154297,0.234,0.074,0.009,0.047
"7234",25,0.264,0.364,0.48,2767,0,2,1,1,0,4,95.1446990966797,0.397065013647079,2.68879985809326,14.9818992614746,-7.17223978042603,-4.88341951370239,1.56811988353729,0.233,0.077,0.01,0.057
"7235",30,0.2815,0.3255,0.4525,2541,0,2,0,0,0,3,94.4792022705078,-0.912729978561401,2.05261993408203,11.6551990509033,-3.82111978530884,-5.32810974121094,0.883302927017212,0.23,0.096,0.005,0.07
"7236",98,0.2965,0.384,0.527,2724,1,1,0,1,0,2,94.5918045043945,0.814952969551086,2.33493995666504,21.0377006530762,-7.98794984817505,-4.9065899848938,2.61089992523193,0.212,0.076,0.011,0.07
"7237",81,0.261,0.3285,0.3655,2843,1,1,1,0,1,3,92.6777038574219,-0.615890979766846,3.22720980644226,9.14446926116943,4.58980989456177,-4.86205005645752,-2.88733005523682,0.22,0.079,0.007,0.067
"7238",81,0.261,0.3285,0.3655,2528,0,1,1,1,0,3,88.1401977539062,-0.371490985155106,2.54070997238159,6.88788938522339,-11.2215995788574,-6.64637994766235,0.537171959877014,0.227,0.09,0.007,0.051
"7239",142,0.3195,0.3605,0.4435,5472,0,1,1,0,1,3,88.7989959716797,-0.659631967544556,3.41137981414795,18.2839984893799,8.37360000610352,-4.25485992431641,-0.926257014274597,0.179,0.093,0.008,0.099
"7240",142,0.3195,0.3605,0.4435,5472,0,2,1,1,0,4,90.8016967773438,0.853018939495087,2.50804996490479,15.6532001495361,-7.6586799621582,-5.10766983032227,2.05013990402222,0.217,0.075,0.012,0.062
"7241",107,0.261,0.3035,0.411,2842,2,2,2,1,0,5,91.4132995605469,0.412741005420685,3.09661984443665,7.34551000595093,5.6298098564148,-5.08852005004883,1.91281998157501,0.226,0.067,0.013,0.057
"7242",137,0.268333,0.370333,0.385666,4271,0,2,2,1,0,6,97.7352066040039,-0.0542639009654522,1.73026990890503,7.69188976287842,-17.7269992828369,-6.06056976318359,0.20906101167202,0.298,0.073,0.007,0.022
"7243",85,0.238,0.314,0.411,3970,1,0,0,1,0,1,86.6589965820312,0.2082299888134,2.25061011314392,11.7320003509521,-10.1416997909546,-6.56147003173828,0.581418991088867,0.206,0.084,0.009,0.065
"7244",107,0.261,0.3035,0.411,2797,0,0,0,1,1,1,87.9450988769531,0.101743996143341,2.96791982650757,8.53425979614258,-0.188170000910759,-6.54606008529663,-2.82259011268616,0.214,0.079,0.007,0.069
"7245",152,0.314,0.353,0.461,2683,1,1,0,0,1,2,87.0935974121094,0.294717013835907,1.86196994781494,10.7152996063232,10.8246994018555,-7.28529977798462,-0.182172000408173,0.218,0.081,0.008,0.069
"7246",98,0.2965,0.384,0.527,2823,2,2,1,1,0,4,84.1795959472656,-0.872573018074036,2.11676001548767,10.3292999267578,-14.6349000930786,-6.23797035217285,-1.32120001316071,0.192,0.099,0.008,0.075
"7247",98,0.2965,0.384,0.527,2773,0,1,1,1,0,3,89.8536987304688,-0.707207977771759,1.65157985687256,3.91892004013062,-11.4681997299194,-6.83655977249146,0.733969986438751,0.26,0.092,0.006,0.035
"7248",141,0.2895,0.3435,0.42,4715,2,0,1,0,0,2,99.6368026733398,-0.376175999641418,3.12884998321533,13.4444999694824,-3.74617004394531,-4.42046976089478,0.483424991369247,0.241,0.075,0.008,0.048
"7249",41,0.2405,0.3375,0.4175,3789,0,0,1,0,0,2,73.5110015869141,-0.171436995267868,1.52891993522644,-8.41287994384766,12.9776992797852,-9.94631004333496,3.75696992874146,0.225,0.092,0.006,0.045
"7250",57,0.289333,0.325333,0.406,4669,1,1,1,1,0,3,82.1729965209961,-0.479213982820511,2.41275000572205,0.718007981777191,4.99951982498169,-7.10564994812012,2.27137994766235,0.207,0.089,0.007,0.067
"7251",82,0.2365,0.3505,0.429,2528,0,0,0,0,1,1,93.281494140625,-0.435488969087601,2.77319002151489,19.7486000061035,6.36728954315186,-4.87176990509033,-0.687227010726929,0.204,0.09,0.006,0.078
"7252",45,0.277,0.3205,0.4225,4715,2,2,0,0,0,3,91.2550964355469,0.337756007909775,1.68087005615234,-6.60939979553223,-16.1420993804932,-6.97485971450806,2.14171004295349,0.272,0.068,0.008,0.046
"7253",45,0.277,0.3205,0.4225,4715,1,1,0,0,0,2,89.252197265625,-0.764589965343475,2.63789987564087,-4.2236499786377,-13.8301992416382,-5.67407989501953,1.20638000965118,0.23,0.083,0.006,0.067
"7254",51,0.271,0.3205,0.411,3970,1,2,2,0,0,6,99.7405014038086,-0.267215996980667,2.2335000038147,17.8099994659424,-5.47052001953125,-5.24244022369385,0.115475997328758,0.259,0.076,0.007,0.035
"7255",51,0.271,0.3205,0.411,2767,1,0,1,0,0,2,96.0203018188477,0.275705009698868,2.63681983947754,13.0867004394531,-15.1844997406006,-4.93417978286743,0.383111000061035,0.247,0.073,0.01,0.038
"7256",30,0.2815,0.3255,0.4525,2541,1,2,0,0,0,3,85.6317977905273,0.257948994636536,2.21955990791321,-3.48324012756348,4.97422027587891,-7.28378009796143,2.34723997116089,0.228,0.075,0.008,0.076
"7257",16,0.28,0.353,0.361,2852,0,2,0,0,0,3,92.2666931152344,0.817191958427429,2.18857002258301,14.8546991348267,-13.7495994567871,-4.88766002655029,1.75738000869751,0.22,0.075,0.011,0.071
"7258",142,0.3195,0.3605,0.4435,5472,1,0,0,1,0,1,94.9235916137695,0.217595979571342,3.07150983810425,14.2543992996216,-8.66062927246094,-4.59859991073608,1.25312995910645,0.215,0.075,0.009,0.07
"7259",41,0.2405,0.3375,0.4175,3789,2,1,2,0,0,4,82.3056945800781,0.298610985279083,2.19242000579834,2.19668984413147,5.27892971038818,-7.109299659729,2.76652002334595,0.221,0.076,0.012,0.045
"7260",85,0.238,0.314,0.411,2542,2,2,2,1,0,5,95.0317916870117,0.539008975028992,1.97701001167297,19.9449996948242,-2.74228000640869,-5.48633003234863,1.88033008575439,0.24,0.075,0.013,0.04
"7261",133,0.264,0.3265,0.3625,2767,0,0,2,1,0,3,92.8486022949219,0.268343985080719,2.03131985664368,7.14294958114624,-18.7824001312256,-6.49113035202026,0.132393002510071,0.287,0.075,0.009,0.02
"7262",104,0.2755,0.359,0.467,2772,0,1,1,1,0,3,86.2688980102539,0.474813014268875,2.30403995513916,7.74069976806641,2.94419980049133,-7.18458938598633,1.29989993572235,0.228,0.079,0.009,0.051
"7263",85,0.238,0.314,0.411,2542,1,2,1,1,0,4,85.0299987792969,-0.699402987957001,1.91261994838715,3.97114992141724,-14.4598999023438,-7.40196990966797,0.687889993190765,0.222,0.097,0.006,0.055
"7264",73,0.289,0.381,0.374,5421,2,0,0,1,1,1,88.1476974487305,-0.223099991679192,1.87880003452301,17.2241992950439,5.47898960113525,-6.57885980606079,-1.34125995635986,0.202,0.089,0.007,0.069
"7265",49,0.269666,0.351,0.413333,2823,2,1,0,1,0,2,93.2325973510742,2.31160998344421,1.65668988227844,7.33746004104614,-18.0125999450684,-6.80536937713623,2.58879995346069,0.269,0.053,0.018,0.037
"7266",84,0.267,0.3825,0.389,2823,1,1,1,1,0,3,92.6225967407227,-0.56610894203186,2.75676989555359,14.7572994232178,-11.3554000854492,-5.04708003997803,0.190925002098083,0.214,0.089,0.008,0.06
"7267",122,0.245,0.3,0.3745,2745,0,3,0,1,0,4,91.9049682617188,0.471119999885559,2.22756004333496,10.0815801620483,-14.5933895111084,-5.47115898132324,1.98666989803314,0.224,0.079,0.009,0.078
"7268",97,0.211,0.2905,0.3725,5472,0,0,0,1,0,1,94.3734970092773,-0.84290599822998,3.02316999435425,17.5563983917236,-10.2495002746582,-4.04039001464844,-0.589453995227814,0.202,0.094,0.006,0.077
"7269",0,0.289,0.330666,0.453,4271,1,0,0,0,0,1,90.1280975341797,-0.351157993078232,2.54986000061035,10.2648000717163,1.94709992408752,-6.613450050354,1.55794990062714,0.214,0.088,0.006,0.068
"7270",84,0.267,0.3825,0.389,2823,2,3,2,1,1,7,77.6349029541016,-0.142484992742538,2.56721997261047,9.18314933776856,6.47795009613037,-7.21595001220703,-2.75803995132446,0.17,0.083,0.01,0.094
"7271",111,0.2695,0.3525,0.3905,5355,0,2,0,1,0,3,90.7957000732422,-0.0821659937500954,1.69481992721558,5.96149969100952,-14.05539894104,-6.91603994369507,1.9637199640274,0.246,0.087,0.006,0.054
"7272",133,0.264,0.3265,0.3625,2542,1,1,0,1,1,2,82.8810958862305,0.23013499379158,2.20721983909607,7.46821975708008,-6.23133993148804,-7.2836799621582,-2.97341990470886,0.202,0.082,0.009,0.075
"7273",137,0.268333,0.370333,0.385666,4715,1,3,2,1,0,6,91.8331985473633,-0.594126999378204,2.34281992912292,18.0474987030029,-5.0694899559021,-5.36302995681763,0.251742988824844,0.215,0.094,0.008,0.059
"7274",137,0.268333,0.370333,0.385666,4715,1,0,2,1,1,3,87.7147979736328,0.969750940799713,3.41159987449646,18.4099998474121,11.1977996826172,-4.71151971817017,-0.380114018917084,0.196,0.068,0.017,0.059
"7275",88,0.268333,0.333333,0.361,2528,2,2,2,1,0,6,84.3759994506836,-0.372358977794647,1.68789005279541,4.21279001235962,2.39218997955322,-8.34212017059326,1.18347001075745,0.229,0.083,0.007,0.043
"7276",141,0.2895,0.3435,0.42,4715,2,3,2,0,0,8,91.1154937744141,-0.735645949840546,2.37937998771667,11.0379991531372,-16.4822998046875,-5.21001958847046,-0.787226974964142,0.208,0.078,0.007,0.058
"7277",122,0.245,0.3,0.3745,2772,2,2,2,1,0,6,78.3144989013672,-0.190622985363007,2.76792001724243,-6.05465984344482,13.2728004455566,-7.57230997085571,2.93002986907959,0.197,0.075,0.008,0.072
"7278",49,0.269666,0.351,0.413333,2797,0,0,0,1,0,1,86.9905014038086,0.571294009685516,2.48411011695862,13.144100189209,-4.03055000305176,-5.81835985183716,2.62835001945496,0.201,0.081,0.009,0.071
"7279",70,0.238666,0.293666,0.389333,4271,2,0,0,0,1,1,81.3742980957031,0.538278996944427,2.29181981086731,15.3671989440918,9.21922969818115,-7.02741956710815,0.0444260016083717,0.174,0.082,0.011,0.095
"7280",136,0.298666,0.361666,0.491666,2773,1,1,1,1,1,3,91.018798828125,0.217415004968643,2.88755989074707,7.52424955368042,20.0341987609863,-6.08379983901978,0.390473991632462,0.229,0.071,0.009,0.062
"7281",16,0.28,0.353,0.361,4670,0,0,1,0,1,2,86.4311981201172,-0.240101993083954,2.33262991905212,3.30454015731812,-4.45639991760254,-7.47164964675903,-3.3887300491333,0.246,0.082,0.007,0.038
"7282",133,0.264,0.3265,0.3625,2767,2,0,1,1,0,2,87.2219009399414,-0.918795943260193,1.47789001464844,9.66318988800049,-16.2553997039795,-6.81193017959595,-0.467213004827499,0.228,0.097,0.006,0.038
"7283",57,0.289333,0.325333,0.406,5421,2,0,0,1,0,1,95.9783248901367,-0.040938001126051,2.29339408874512,13.9931182861328,-8.34519672393799,-5.44738912582397,1.08491992950439,0.233,0.078,0.008,0.054
"7284",51,0.271,0.3205,0.411,3970,2,0,0,0,0,1,84.3157958984375,0.388195991516113,1.78527998924255,-8.36355972290039,2.59001994132996,-9.37765979766846,2.90907979011536,0.256,0.072,0.007,0.044
"7285",141,0.2895,0.3435,0.42,4715,1,0,0,0,1,1,85.8574981689453,0.0816748961806297,2.90531992912292,17.1443004608154,12.238899230957,-5.53492975234985,-0.304576009511948,0.175,0.084,0.009,0.106
"7286",111,0.2695,0.3525,0.3905,2683,2,0,0,1,1,1,87.2079010009766,-0.0853961929678917,1.73403990268707,13.4341993331909,-5.8956298828125,-7.67713975906372,-1.51428997516632,0.215,0.088,0.007,0.056
"7287",125,0.2295,0.3255,0.4005,2528,1,1,0,1,0,2,94.6048965454102,0.00218698987737298,2.74532985687256,17.4255981445312,-1.75880002975464,-5.5973801612854,0.0035819998010993,0.213,0.082,0.008,0.077
"7288",65,0.27,0.375,0.409,3789,2,1,0,0,0,2,93.1908950805664,0.588817000389099,2.992919921875,12.8668994903564,-5.30461978912354,-4.25250005722046,2.17232012748718,0.202,0.069,0.012,0.09
"7289",73,0.289,0.381,0.374,2529,0,1,2,1,0,4,82.9607925415039,-0.68981796503067,2.11196994781494,2.34409999847412,1.64864993095398,-8.28168964385986,1.38552987575531,0.236,0.097,0.006,0.038
"7290",125,0.2295,0.3255,0.4005,2528,1,0,1,1,0,2,85.4134979248047,-0.453437000513077,2.95402002334595,8.14870929718018,-15.389199256897,-6.03818988800049,-0.00408399989828467,0.2,0.089,0.008,0.061
"7291",40,0.281666,0.372333,0.395666,2745,0,1,0,1,0,2,87.8313980102539,-0.791746973991394,2.22514986991882,4.52430963516235,-16.1977005004883,-7.01704978942871,0.71664297580719,0.224,0.098,0.005,0.062
"7292",40,0.281666,0.372333,0.395666,2745,1,1,0,1,0,2,93.209098815918,0.27047997713089,2.03802990913391,16.7387008666992,-10.9742994308472,-5.81789970397949,0.810856997966766,0.223,0.082,0.009,0.061
"7293",88,0.268333,0.333333,0.361,2843,1,1,1,1,0,3,83.7163009643555,-0.0990647971630096,1.3772200345993,4.65024995803833,-11.5641002655029,-7.88395977020264,1.10160994529724,0.235,0.089,0.008,0.04
"7294",88,0.268333,0.333333,0.361,2843,0,0,0,1,0,1,95.5861968994141,-0.153344005346298,2.9903199672699,10.0906000137329,-14.470700263977,-5.22592973709106,-0.266019999980927,0.237,0.08,0.007,0.055
"7295",98,0.2965,0.384,0.527,2823,0,0,2,1,1,3,89.8750991821289,0.384833991527557,3.08062982559204,15.4714994430542,5.47011995315552,-5.07506990432739,-1.02272999286652,0.222,0.074,0.011,0.043
"7296",1,0.3025,0.348,0.555,2767,2,2,2,0,1,7,84.5100021362305,-0.0498297028243542,3.52918004989624,10.9631996154785,14.3114995956421,-5.09825992584229,-0.148367002606392,0.166,0.069,0.009,0.104
"7297",51,0.271,0.3205,0.411,2767,0,3,0,0,0,4,91.8545989990234,0.221243992447853,2.3271598815918,14.3772993087769,-12.3443002700806,-5.63420009613037,0.24107900261879,0.213,0.085,0.008,0.087
"7298",98,0.2965,0.384,0.527,2797,0,3,1,1,0,5,92.0963973999023,-0.12236399948597,2.32957983016968,4.49726963043213,-18.8368988037109,-5.74347019195557,0.561787962913513,0.247,0.081,0.008,0.052
"7299",107,0.261,0.3035,0.411,2842,1,1,2,1,0,4,85.3007965087891,-0.957022964954376,1.75929999351501,7.55755043029785,-6.88894987106323,-7.15891981124878,-0.0664680004119873,0.232,0.099,0.007,0.036
"7300",117,0.2845,0.344,0.4435,2528,0,0,1,0,0,2,88.4698944091797,0.819379985332489,3.0524799823761,10.5966997146606,-3.03416991233826,-6.06664991378784,2.00139999389648,0.219,0.073,0.011,0.053
"7301",81,0.261,0.3285,0.3655,2843,1,1,2,1,0,4,80.8837356567383,-0.462744981050491,2.1948549747467,6.36812496185303,-2.97149682044983,-7.85750913619995,1.16662693023682,0.21,0.096,0.008,0.047
"7302",142,0.3195,0.3605,0.4435,5472,1,2,2,1,0,5,86.9267425537109,0.074533998966217,1.92716801166534,11.7036600112915,-15.8189792633057,-7.19981670379639,0.381055980920792,0.232,0.087,0.01,0.039
"7303",81,0.261,0.3285,0.3655,2843,1,3,2,0,1,6,88.8741989135742,0.0285395011305809,2.47421979904175,18.8211994171143,8.38463973999023,-4.98452997207642,-1.05476999282837,0.201,0.083,0.011,0.071
"7304",65,0.27,0.375,0.409,2745,0,0,2,0,1,3,90.7063980102539,0.769101917743683,2.19090008735657,18.6623001098633,12.9432001113892,-5.67252969741821,0.106357999145985,0.24,0.073,0.012,0.033
"7305",142,0.3195,0.3605,0.4435,2858,1,0,0,1,0,1,89.3446960449219,-0.828812003135681,2.62598991394043,16.2352981567383,-14.6868000030518,-5.75408983230591,0.631112992763519,0.191,0.102,0.006,0.079
"7306",107,0.261,0.3035,0.411,2797,1,1,0,1,0,2,84.5897979736328,-0.875199019908905,1.892009973526,2.01093983650208,-20.4468994140625,-6.97282934188843,0.523306012153625,0.214,0.098,0.006,0.064
"7307",107,0.261,0.3035,0.411,2773,1,0,1,1,1,2,80.7698974609375,-0.963011980056763,2.30525994300842,-2.77985000610352,-6.19167947769165,-8.73538017272949,-3.27376008033752,0.227,0.094,0.005,0.045
"7308",74,0.2905,0.3425,0.457,2745,1,0,0,1,0,1,90.4839935302734,-0.921154975891113,2.71342992782593,1.44894003868103,-17.4792003631592,-6.13326025009155,-1.14568996429443,0.231,0.088,0.005,0.057
"7309",70,0.238666,0.293666,0.389333,2844,1,0,2,0,0,3,82.3320999145508,0.11065798997879,1.58148002624512,3.56854009628296,10.2763996124268,-7.77550983428955,3.21382975578308,0.24,0.082,0.009,0.031
"7310",98,0.2965,0.384,0.527,4715,2,1,2,1,1,4,93.5466995239258,0.755304992198944,2.51708984375,16.5520000457764,4.41450977325439,-6.06014966964722,-0.257241994142532,0.242,0.068,0.013,0.038
"7311",30,0.2815,0.3255,0.4525,2541,2,3,2,0,0,8,95.7546997070312,-0.186162009835243,2.86902976036072,17.3934993743896,-12.0522994995117,-5.06431007385254,-0.142236992716789,0.21,0.072,0.008,0.061
"7312",141,0.2895,0.3435,0.42,3810,0,1,1,0,0,3,92.2678985595703,0.071415401995182,1.95109987258911,5.04999017715454,-13.9339990615845,-6.87126970291138,0.672565996646881,0.271,0.08,0.007,0.032
